Pasture,Exclosure,Transect,Grazed,Ecologial Site,1989 Burn,1994 Burn,2017 Burn,2018 Burn,Species,YR2011,YR2014,YR2017,YR2020
6A,8,U1,No,"SLD 12-16"" Pz, Combate Soil",No,Yes,No,No,ERLE,8,20,20,14
2S,35B,G2,Yes,"SLU 12-16"" Pz, Baboquivari Soil",No,No,No,No,ERLE,6,6,14,14
6A,8,U2,No,"SLD 12-16"" Pz, Combate Soil",No,Yes,No,No,ERLE,6,5,13,14
6A,8,U1,No,"SLD 12-16"" Pz, Combate Soil",No,Yes,No,No,ZIOB,4,0,12,14
2N,4,G1,Yes,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,OPEN,12,6,11,14
2S,35A,U1,No,"SLU 12-16"" Pz, Baboquivari Soil",No,No,No,No,ERCU,1,5,11,14
2N,4,U1,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,ZIPU,0,0,10,14
4,9,G2,Yes,"LU 12-16"" Pz, Eloma Soil",Yes,No,No,No,MIDY,56,20,8,14
6A,8,U1,No,"SLD 12-16"" Pz, Combate Soil",No,Yes,No,No,OPEN,1,2,8,14
6D,22,G1,Yes,"SLD 12-16"" Pz, Combate Soil",No,No,No,No,OPEN,49,14,6,14
UA Cell E,28,G2,Yes,"SLU 12-16"" Pz, Diaspar Soil",No,Yes,No,No,DICA,6,6,6,14
2S,1A,U6,No,"SLD 12-16"" Pz, Combate Soil",No,No,No,No,BOER,3,2,4,14
4,11,U2,No,"LU 12-16"" Pz, Whitehouse Soil",No,No,No,No,GUSA,0,0,2,14
2S,35B,U2,No,"SLU 12-16"" Pz, Baboquivari Soil",No,No,No,No,ERCU,0,0,2,14
2N,5,G2,Yes,"SLU 12-16"" Pz, Sasabe Soil",No,No,No,No,OPEN,17,16,21,13
2N,2B,U2,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,BOER,16,9,13,13
2S,1A,U4,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,ERCU,7,4,11,13
2S,1A,G6,Yes,"SLD 12-16"" Pz, Combate Soil",No,No,No,No,ARIS,0,2,6,13
2N,4,U1,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,CEPA,0,0,5,13
2S,35B,U2,No,"SLU 12-16"" Pz, Baboquivari Soil",No,No,No,No,DICA,10,9,4,13
2S,1A,U5,No,"SLD 12-16"" Pz, Combate Soil",No,No,No,No,DICA,7,1,4,13
2S,35A,U1,No,"SLU 12-16"" Pz, Baboquivari Soil",No,No,No,No,ARIS,0,1,0,13
1,31,U2,No,"SLD 16-20"" Pz, Lanque Soil",No,No,Yes,No,DICA,20,20,39,12
2N,6,U1,No,"SLU 12-16"" Pz, Baboquivari Soil",No,Yes,No,No,ERLE,14,16,17,12
2N,5,G2,Yes,"SLU 12-16"" Pz, Sasabe Soil",No,No,No,No,ZIPU,3,4,15,12
2S,1A,U4,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,DICA,11,6,9,12
2N,4,U1,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,OPEN,6,3,9,12
6D,22,U2,No,"SLD 12-16"" Pz, Combate Soil",No,No,No,No,BOER,4,5,7,12
2S,1A,G6,Yes,"SLD 12-16"" Pz, Combate Soil",No,No,No,No,ERLE,4,0,5,12
5 Mid,12,U1,No,"SLU 10-13"" Pz, Tubac Soil",No,No,No,No,OPLE,0,0,4,12
2S,35B,G1,Yes,"SLU 12-16"" Pz, Baboquivari Soil",No,No,No,No,ERCU,10,6,3,12
2S,35B,U1,No,"SLU 12-16"" Pz, Baboquivari Soil",No,No,No,No,ARIS,0,1,0,12
3,19,G1,Yes,"SLD 10-13"" Pz, Hayhook Soil",No,No,No,No,APTE,0,0,0,12
2S,35B,G1,Yes,"SLU 12-16"" Pz, Baboquivari Soil",No,No,No,No,DICA,0,0,0,12
4,9,G2,Yes,"LU 12-16"" Pz, Eloma Soil",Yes,No,No,No,BASA,0,0,25,11
2N,5,G2,Yes,"SLU 12-16"" Pz, Sasabe Soil",No,No,No,No,APTE,17,17,13,11
2N,6,U2,No,"SLU 12-16"" Pz, Baboquivari Soil",No,Yes,No,No,ERLE,18,16,11,11
2N,6,U1,No,"SLU 12-16"" Pz, Baboquivari Soil",No,Yes,No,No,OPEN,36,15,11,11
2S,1A,G6,Yes,"SLD 12-16"" Pz, Combate Soil",No,No,No,No,ERCU,1,1,6,11
5 Mid,12,G1,Yes,"SLU 10-13"" Pz, Tubac Soil",No,No,No,No,ERLE,2,0,3,11
8,13,U2,No,"LU 16-20"" Pz Terrarose Soil",No,No,No,Yes,ERLE,18,26,30,10
2S,1A,U1,No,"SLU 12-16"" Pz, Baboquivari Soil",No,No,No,No,ERLE,6,1,12,10
4,9,G2,Yes,"LU 12-16"" Pz, Eloma Soil",Yes,No,No,No,OPSP,0,0,9,10
UA Cell D,23,U2,No,"SLU 12-16"" Pz, Baboquivari Soil",No,Yes,No,No,DICA,12,9,8,10
2S,1A,G1,Yes,"SLU 12-16"" Pz, Baboquivari Soil",No,No,No,No,DICA,6,6,8,10
6D,22,U1,No,"SLD 12-16"" Pz, Combate Soil",No,No,No,No,BOER,7,13,7,10
2S,35B,U2,No,"SLU 12-16"" Pz, Baboquivari Soil",No,No,No,No,OPSP,0,1,7,10
2S,1A,G1,Yes,"SLU 12-16"" Pz, Baboquivari Soil",No,No,No,No,ERCU,16,3,6,10
2S,35A,G2,Yes,"SLU 12-16"" Pz, Baboquivari Soil",No,No,No,No,ERCU,3,2,5,10
UA Cell E,28,U1,No,"SLU 12-16"" Pz, Diaspar Soil",No,Yes,No,No,DICA,1,3,4,10
2N,4,U2,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,OPEN,7,4,3,10
2S,1A,U3,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,ERLE,5,1,3,10
UA Cell B,42,G2,Yes,"SLU 12-16"" Pz, Diaspar Soil",No,Yes,No,No,DICA,0,0,2,10
2S,35A,G2,Yes,"SLU 12-16"" Pz, Baboquivari Soil",No,No,No,No,ERLE,5,3,1,10
5 Mid,12,G1,Yes,"SLU 10-13"" Pz, Tubac Soil",No,No,No,No,OPSP,0,0,0,10
8,13,U2,No,"LU 16-20"" Pz Terrarose Soil",No,No,No,Yes,CAER,0,0,0,10
6D,22,G2,Yes,"SLD 12-16"" Pz, Combate Soil",No,No,No,No,ARIS,5,6,12,9
2S,1A,U5,No,"SLD 12-16"" Pz, Combate Soil",No,No,No,No,BOER,8,5,8,9
4,11,G1,Yes,"LU 12-16"" Pz, Whitehouse Soil",No,No,No,No,MIDY,19,3,8,9
2N,2B,U1,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,DICA,27,9,6,9
6A,8,U1,No,"SLD 12-16"" Pz, Combate Soil",No,Yes,No,No,DICA,18,3,5,9
6D,22,G2,Yes,"SLD 12-16"" Pz, Combate Soil",No,No,No,No,DICA,2,3,4,9
6A,8,U1,No,"SLD 12-16"" Pz, Combate Soil",No,Yes,No,No,ARIS,2,2,4,9
6D,22,G2,Yes,"SLD 12-16"" Pz, Combate Soil",No,No,No,No,BOER,5,5,2,9
2S,1A,U5,No,"SLD 12-16"" Pz, Combate Soil",No,No,No,No,HECO,0,0,2,9
6A,40,G2,Yes,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,ARIS,3,0,0,9
3,19,G2,Yes,"SLD 10-13"" Pz, Hayhook Soil",No,No,No,No,HASP,0,0,0,9
1,31,U1,No,"SLD 16-20"" Pz, Lanque Soil",No,No,Yes,No,BOCU,12,6,23,8
1,31,U1,No,"SLD 16-20"" Pz, Lanque Soil",No,No,Yes,No,DICA,12,17,22,8
1,31,U2,No,"SLD 16-20"" Pz, Lanque Soil",No,No,Yes,No,BOCU,22,2,19,8
6A,8,G1,Yes,"SLD 12-16"" Pz, Combate Soil",No,Yes,No,No,ERCU,7,10,18,8
6A,40,U2,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,OPEN,0,4,11,8
6D,7,U2,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,OPEN,26,17,10,8
2N,4,U1,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,ARIS,4,3,10,8
2S,35B,U1,No,"SLU 12-16"" Pz, Baboquivari Soil",No,No,No,No,ERCU,4,2,10,8
2S,1A,U3,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,DICA,5,3,9,8
4,9,U1,No,"LU 12-16"" Pz, Eloma Soil",Yes,No,No,No,FOSP,4,4,7,8
2S,1A,G4,Yes,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,ERCU,13,2,5,8
6D,22,U2,No,"SLD 12-16"" Pz, Combate Soil",No,No,No,No,DICA,7,1,5,8
2N,2B,G2,Yes,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,DICA,9,4,3,8
2N,5,U2,No,"SLU 12-16"" Pz, Sasabe Soil",No,No,No,No,ERLE,7,1,3,8
2N,2B,G2,Yes,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,ACGR,0,0,3,8
2N,2B,U1,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,SEMA,0,1,2,8
4,9,G2,Yes,"LU 12-16"" Pz, Eloma Soil",Yes,No,No,No,ARIS,0,0,2,8
1,31,U2,No,"SLD 16-20"" Pz, Lanque Soil",No,No,Yes,No,HECO,1,0,1,8
3,19,G2,Yes,"SLD 10-13"" Pz, Hayhook Soil",No,No,No,No,APTE,0,0,0,8
UA Cell D,23,U1,No,"SLU 12-16"" Pz, Baboquivari Soil",No,Yes,No,No,ARIS,0,0,0,8
UA Cell E,28,G1,Yes,"SLU 12-16"" Pz, Diaspar Soil",No,Yes,No,No,OPEN,0,0,0,8
2S,1A,G5,Yes,"SLD 12-16"" Pz, Combate Soil",No,No,No,No,ACGR,0,0,0,8
8,13,U1,No,"LU 16-20"" Pz Terrarose Soil",No,No,No,Yes,MIDY,46,13,59,7
4,9,G1,Yes,"LU 12-16"" Pz, Eloma Soil",Yes,No,No,No,ERLE,9,3,19,7
2N,2B,U1,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,BOER,5,7,14,7
2N,6,U1,No,"SLU 12-16"" Pz, Baboquivari Soil",No,Yes,No,No,MUPO,2,5,13,7
5 Mid,12,G2,Yes,"SLU 10-13"" Pz, Tubac Soil",No,No,No,No,ERLE,7,2,11,7
6A,40,U1,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,MAMM,4,5,7,7
UA Cell E,28,G1,Yes,"SLU 12-16"" Pz, Diaspar Soil",No,Yes,No,No,DICA,6,3,7,7
6D,7,U1,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,DICA,8,6,5,7
1,31,U2,No,"SLD 16-20"" Pz, Lanque Soil",No,No,Yes,No,ARIS,0,2,5,7
2S,1A,U1,No,"SLU 12-16"" Pz, Baboquivari Soil",No,No,No,No,MUPO,4,4,3,7
2S,1A,U2,No,"SLU 12-16"" Pz, Baboquivari Soil",No,No,No,No,ERLE,4,2,3,7
UA Cell E,28,U1,No,"SLU 12-16"" Pz, Diaspar Soil",No,Yes,No,No,SEMA,5,0,2,7
2S,35B,U1,No,"SLU 12-16"" Pz, Baboquivari Soil",No,No,No,No,BOER,0,0,1,7
4,9,G2,Yes,"LU 12-16"" Pz, Eloma Soil",Yes,No,No,No,LYCI,0,11,0,7
2N,6,U2,No,"SLU 12-16"" Pz, Baboquivari Soil",No,Yes,No,No,DICA,11,5,0,7
6D,7,G2,Yes,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,ERLE,2,1,0,7
6A,40,G1,Yes,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,HECO,0,1,0,7
2S,35B,G1,Yes,"SLU 12-16"" Pz, Baboquivari Soil",No,No,No,No,ARIS,1,0,0,7
8,13,G2,Yes,"LU 16-20"" Pz Terrarose Soil",No,No,No,Yes,OPSP,0,0,0,7
1,31,U1,No,"SLD 16-20"" Pz, Lanque Soil",No,No,Yes,No,ARIS,0,0,0,7
2S,1A,U3,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,ARIS,0,0,0,7
2N,4,G1,Yes,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,BABR,17,8,30,6
8,13,G2,Yes,"LU 16-20"" Pz Terrarose Soil",No,No,No,Yes,GUSA,0,11,27,6
2S,35A,U1,No,"SLU 12-16"" Pz, Baboquivari Soil",No,No,No,No,GUSA,0,7,23,6
UA Cell E,28,U2,No,"SLU 12-16"" Pz, Diaspar Soil",No,Yes,No,No,OTHSHRUB,0,0,17,6
2S,35A,U2,No,"SLU 12-16"" Pz, Baboquivari Soil",No,No,No,No,DICA,9,19,9,6
UA Cell D,23,G1,Yes,"SLU 12-16"" Pz, Baboquivari Soil",No,Yes,No,No,DICA,6,6,7,6
2S,1A,U6,No,"SLD 12-16"" Pz, Combate Soil",No,No,No,No,MUPO,6,6,5,6
6D,22,U1,No,"SLD 12-16"" Pz, Combate Soil",No,No,No,No,DICA,2,3,5,6
UA Cell B,42,U1,No,"SLU 12-16"" Pz, Diaspar Soil",No,Yes,No,No,DICA,9,5,4,6
2N,4,U1,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,DICA,7,4,4,6
2S,1A,U3,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,APTE,0,0,4,6
6A,40,U2,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,DICA,6,5,3,6
2N,5,U2,No,"SLU 12-16"" Pz, Sasabe Soil",No,No,No,No,OPSP,0,3,3,6
2N,6,G2,Yes,"SLU 12-16"" Pz, Baboquivari Soil",No,Yes,No,No,SEMA,4,2,3,6
2N,4,U2,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,ZIPU,0,0,3,6
3,19,U2,No,"SLD 10-13"" Pz, Hayhook Soil",No,No,No,No,CEPA,32,23,2,6
UA Cell E,28,U2,No,"SLU 12-16"" Pz, Diaspar Soil",No,Yes,No,No,DICA,1,3,2,6
UA Cell E,28,U2,No,"SLU 12-16"" Pz, Diaspar Soil",No,Yes,No,No,SEMA,4,3,1,6
2N,4,G1,Yes,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,ARIS,0,0,1,6
4,9,G1,Yes,"LU 12-16"" Pz, Eloma Soil",Yes,No,No,No,SEMA,0,0,1,6
UA Cell B,42,G1,Yes,"SLU 12-16"" Pz, Diaspar Soil",No,Yes,No,No,DICA,0,0,1,6
2S,1A,G2,Yes,"SLU 12-16"" Pz, Baboquivari Soil",No,No,No,No,ARIS,0,0,1,6
2N,2B,U1,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,OPEN,2,0,0,6
2S,35B,G2,Yes,"SLU 12-16"" Pz, Baboquivari Soil",No,No,No,No,DICA,1,0,0,6
6A,40,U1,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,BAMU,0,0,0,6
6A,40,U1,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,ERCU,10,15,11,5
2S,1A,G5,Yes,"SLD 12-16"" Pz, Combate Soil",No,No,No,No,ARIS,1,1,11,5
8,15,G2,Yes,"LU 12-16"" Pz, Whitehouse Soil",No,No,No,No,CAER,12,5,10,5
2N,5,G1,Yes,"SLU 12-16"" Pz, Sasabe Soil",No,No,No,No,BABR,0,2,10,5
2S,35A,U1,No,"SLU 12-16"" Pz, Baboquivari Soil",No,No,No,No,DICA,13,11,6,5
6D,22,G1,Yes,"SLD 12-16"" Pz, Combate Soil",No,No,No,No,DICA,8,9,5,5
6D,7,G1,Yes,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,SEMA,3,3,5,5
UA Cell B,42,U1,No,"SLU 12-16"" Pz, Diaspar Soil",No,Yes,No,No,BOER,1,3,5,5
2N,6,G1,Yes,"SLU 12-16"" Pz, Baboquivari Soil",No,Yes,No,No,ACGR,36,14,4,5
2S,1A,G4,Yes,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,DICA,2,3,4,5
2N,2B,G1,Yes,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,DICA,3,3,3,5
2S,35A,U2,No,"SLU 12-16"" Pz, Baboquivari Soil",No,No,No,No,SEMA,0,2,3,5
2N,2B,U1,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,ARIS,1,1,3,5
2S,1A,U6,No,"SLD 12-16"" Pz, Combate Soil",No,No,No,No,HECO,0,1,3,5
UA Cell D,23,U1,No,"SLU 12-16"" Pz, Baboquivari Soil",No,Yes,No,No,DICA,6,3,2,5
2S,1A,G3,Yes,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,DICA,6,0,2,5
2N,4,U2,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,BABR,5,0,2,5
UA Cell B,42,U2,No,"SLU 12-16"" Pz, Diaspar Soil",No,Yes,No,No,ERLE,2,0,2,5
6D,7,G2,Yes,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,DICA,4,5,1,5
6A,8,U1,No,"SLD 12-16"" Pz, Combate Soil",No,Yes,No,No,SEMA,1,4,1,5
2N,4,G2,Yes,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,ARIS,0,1,1,5
UA Cell D,23,G1,Yes,"SLU 12-16"" Pz, Baboquivari Soil",No,Yes,No,No,ARIS,0,1,1,5
2S,1A,G4,Yes,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,ERLE,0,1,1,5
8,13,G1,Yes,"LU 16-20"" Pz Terrarose Soil",No,No,No,Yes,BOCU,1,0,1,5
2S,35A,U1,No,"SLU 12-16"" Pz, Baboquivari Soil",No,No,No,No,MUPO,0,3,0,5
2S,1A,G1,Yes,"SLU 12-16"" Pz, Baboquivari Soil",No,No,No,No,ARIS,0,2,0,5
6A,8,G2,Yes,"SLD 12-16"" Pz, Combate Soil",No,Yes,No,No,DICA,8,0,0,5
2S,1A,U2,No,"SLU 12-16"" Pz, Baboquivari Soil",No,No,No,No,ARIS,3,0,0,5
6A,8,G2,Yes,"SLD 12-16"" Pz, Combate Soil",No,Yes,No,No,OTHSHRUB,0,0,0,5
UA Cell D,23,G2,Yes,"SLU 12-16"" Pz, Baboquivari Soil",No,Yes,No,No,ARIS,0,0,0,5
12C,41,U1,No,"LU 12-16"" Pz, Whitehouse Soil",No,Yes,No,No,ARIS,0,0,0,5
2S,1A,U3,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,SEMA,0,0,0,5
2S,1A,U4,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,ARIS,0,0,0,5
2S,1A,U5,No,"SLD 12-16"" Pz, Combate Soil",No,No,No,No,CEPA,0,0,0,5
2S,1A,U6,No,"SLD 12-16"" Pz, Combate Soil",No,No,No,No,ARIS,0,0,0,5
2N,2B,U2,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,APTE,0,0,0,5
2S,35A,G2,Yes,"SLU 12-16"" Pz, Baboquivari Soil",No,No,No,No,HECO,0,0,0,5
4,9,U2,No,"LU 12-16"" Pz, Eloma Soil",Yes,No,No,No,GUSA,11,16,58,4
6D,22,U1,No,"SLD 12-16"" Pz, Combate Soil",No,No,No,No,ARIS,3,0,16,4
8,15,U1,No,"LU 12-16"" Pz, Whitehouse Soil",No,No,No,No,SEMA,12,8,10,4
UA Cell D,23,G1,Yes,"SLU 12-16"" Pz, Baboquivari Soil",No,Yes,No,No,HASP,0,6,6,4
2S,1A,G6,Yes,"SLD 12-16"" Pz, Combate Soil",No,No,No,No,MUPO,4,2,6,4
UA Cell B,42,U2,No,"SLU 12-16"" Pz, Diaspar Soil",No,Yes,No,No,DICA,5,4,5,4
2S,35A,G1,Yes,"SLU 12-16"" Pz, Baboquivari Soil",No,No,No,No,ERLE,5,3,5,4
8,13,U1,No,"LU 16-20"" Pz Terrarose Soil",No,No,No,Yes,BOCU,3,3,5,4
6A,8,U2,No,"SLD 12-16"" Pz, Combate Soil",No,Yes,No,No,ARIS,5,4,4,4
6D,7,U1,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,SEMA,1,4,4,4
6D,7,U2,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,BOER,3,2,4,4
2S,1A,U4,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,MUPO,10,8,3,4
6D,7,U2,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,DICA,7,4,3,4
2N,2B,U2,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,DICA,3,4,3,4
UA Cell D,23,U1,No,"SLU 12-16"" Pz, Baboquivari Soil",No,Yes,No,No,SEMA,2,4,3,4
2S,1A,G5,Yes,"SLD 12-16"" Pz, Combate Soil",No,No,No,No,DICA,4,3,3,4
2S,1A,U1,No,"SLU 12-16"" Pz, Baboquivari Soil",No,No,No,No,ARIS,0,1,3,4
2S,1A,U3,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,MUPO,3,3,2,4
3,19,U1,No,"SLD 10-13"" Pz, Hayhook Soil",No,No,No,No,MUPO,0,2,2,4
6A,8,G2,Yes,"SLD 12-16"" Pz, Combate Soil",No,Yes,No,No,ARIS,2,1,2,4
6A,40,G1,Yes,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,SEMA,2,1,2,4
2N,4,G2,Yes,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,ZIPU,0,1,2,4
8,13,G2,Yes,"LU 16-20"" Pz Terrarose Soil",No,No,No,Yes,BOCU,0,0,2,4
UA Cell E,28,U1,No,"SLU 12-16"" Pz, Diaspar Soil",No,Yes,No,No,MUPO,0,0,2,4
2S,1A,G6,Yes,"SLD 12-16"" Pz, Combate Soil",No,No,No,No,DICA,4,0,1,4
6A,40,G2,Yes,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,SEMA,3,0,1,4
2S,1A,U6,No,"SLD 12-16"" Pz, Combate Soil",No,No,No,No,DICA,1,0,1,4
2N,6,G1,Yes,"SLU 12-16"" Pz, Baboquivari Soil",No,Yes,No,No,APTE,0,0,1,4
UA Cell D,23,U2,No,"SLU 12-16"" Pz, Baboquivari Soil",No,Yes,No,No,ARIS,2,1,0,4
6A,40,U1,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,ARIS,4,0,0,4
2S,1A,G4,Yes,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,ARIS,1,0,0,4
2S,1A,U4,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,ERLE,1,0,0,4
4,9,U1,No,"LU 12-16"" Pz, Eloma Soil",Yes,No,No,No,GUSA,0,0,0,4
UA Cell D,23,G2,Yes,"SLU 12-16"" Pz, Baboquivari Soil",No,Yes,No,No,DICA,0,0,0,4
UA Cell D,23,U2,No,"SLU 12-16"" Pz, Baboquivari Soil",No,Yes,No,No,OTHSHRUB,0,0,0,4
6A,40,U1,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,ERLE,0,0,0,4
1,31,U1,No,"SLD 16-20"" Pz, Lanque Soil",No,No,Yes,No,PRVE,0,0,15,3
1,31,G1,Yes,"SLD 16-20"" Pz, Lanque Soil",No,No,Yes,No,BOFI,10,0,12,3
2N,2B,G1,Yes,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,BOER,1,11,9,3
2N,6,U1,No,"SLU 12-16"" Pz, Baboquivari Soil",No,Yes,No,No,SEMA,4,7,9,3
6D,22,U2,No,"SLD 12-16"" Pz, Combate Soil",No,No,No,No,ARIS,1,4,8,3
3,19,U2,No,"SLD 10-13"" Pz, Hayhook Soil",No,No,No,No,MUPO,4,2,7,3
2N,5,U2,No,"SLU 12-16"" Pz, Sasabe Soil",No,No,No,No,DICA,10,7,5,3
UA Cell D,23,G2,Yes,"SLU 12-16"" Pz, Baboquivari Soil",No,Yes,No,No,SEMA,1,5,5,3
2S,1A,U1,No,"SLU 12-16"" Pz, Baboquivari Soil",No,No,No,No,DICA,10,3,5,3
2N,6,U2,No,"SLU 12-16"" Pz, Baboquivari Soil",No,Yes,No,No,SEMA,2,2,5,3
2S,1A,G1,Yes,"SLU 12-16"" Pz, Baboquivari Soil",No,No,No,No,APTE,0,0,5,3
3,19,G1,Yes,"SLD 10-13"" Pz, Hayhook Soil",No,No,No,No,MUPO,2,4,4,3
6A,8,G2,Yes,"SLD 12-16"" Pz, Combate Soil",No,Yes,No,No,BOCU,0,2,4,3
2N,4,G1,Yes,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,HASP,0,7,3,3
6D,22,G2,Yes,"SLD 12-16"" Pz, Combate Soil",No,No,No,No,OPSP,0,3,3,3
6A,8,U2,No,"SLD 12-16"" Pz, Combate Soil",No,Yes,No,No,DICA,8,2,2,3
4,9,U1,No,"LU 12-16"" Pz, Eloma Soil",Yes,No,No,No,MUPO,0,2,2,3
2N,6,U1,No,"SLU 12-16"" Pz, Baboquivari Soil",No,Yes,No,No,DICA,5,1,2,3
2S,1A,G6,Yes,"SLD 12-16"" Pz, Combate Soil",No,No,No,No,SEMA,1,0,2,3
8,13,U1,No,"LU 16-20"" Pz Terrarose Soil",No,No,No,Yes,SEMA,5,2,1,3
2S,35A,G2,Yes,"SLU 12-16"" Pz, Baboquivari Soil",No,No,No,No,MUPO,2,2,1,3
6D,7,U1,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,BOER,4,1,1,3
2N,6,G2,Yes,"SLU 12-16"" Pz, Baboquivari Soil",No,Yes,No,No,HECO,3,1,1,3
2N,2B,U2,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,ARIS,1,1,1,3
6D,7,U1,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,ERLE,0,1,1,3
6D,22,G2,Yes,"SLD 12-16"" Pz, Combate Soil",No,No,No,No,SEMA,2,0,1,3
2N,2B,G1,Yes,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,SEMA,2,0,1,3
2N,6,U2,No,"SLU 12-16"" Pz, Baboquivari Soil",No,Yes,No,No,MUPO,1,0,1,3
1,31,G1,Yes,"SLD 16-20"" Pz, Lanque Soil",No,No,Yes,No,ARIS,1,0,1,3
5 Mid,12,G2,Yes,"SLU 10-13"" Pz, Tubac Soil",No,No,No,No,SEMA,0,0,1,3
2N,4,G1,Yes,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,OTHSHRUB,3,14,0,3
6A,40,G2,Yes,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,OPSP,2,3,0,3
6D,7,G2,Yes,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,SEMA,2,1,0,3
1,31,G2,Yes,"SLD 16-20"" Pz, Lanque Soil",No,No,Yes,No,HECO,10,0,0,3
2N,2B,U2,No,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,ERLE,3,0,0,3
2N,4,G2,Yes,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,ERLE,0,0,0,3
6A,8,G2,Yes,"SLD 12-16"" Pz, Combate Soil",No,Yes,No,No,BOHI,0,0,0,3
8,15,U1,No,"LU 12-16"" Pz, Whitehouse Soil",No,No,No,No,APTE,0,0,0,3
8,15,U2,No,"LU 12-16"" Pz, Whitehouse Soil",No,No,No,No,OPSP,0,0,0,3
3,19,G1,Yes,"SLD 10-13"" Pz, Hayhook Soil",No,No,No,No,HASP,0,0,0,3
6D,22,U2,No,"SLD 12-16"" Pz, Combate Soil",No,No,No,No,OPSP,0,0,0,3
6A,40,G1,Yes,"SLU 12-16"" Pz, Diaspar Soil",No,No,No,No,ERLE,0,0,0,3
